0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.783239913157103729e-09
8.783239913157103729e-09, 8.000000119209289551e-01, 0.000000000000000000e+00, 3.417968750000000000e-03, 4.417906568298857195e-02
1.572340540587902069e-02, 8.000000119209289551e-01, 0.000000000000000000e+00, 4.821777343750000000e-03, -9.415996260941028595e-03
6.307409144937992096e-03, 8.000000119209289551e-01, 0.000000000000000000e+00, 5.607604980468750000e-03, 5.305141489952802658e-02
5.935882404446601868e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.113891601562500000e-03, -5.917688619229011238e-02
3.521613776683807373e-02, 8.000000119209289551e-01, 0.000000000000000000e+00, 8.125305175781250000e-03, 2.499505132436752319e-02
6.021118909120559692e-02, 8.000000119209289551e-01, 0.000000000000000000e+00, 5.851745605468750000e-03, -6.362497806549072266e-03
5.384869128465652466e-02, 8.000000119209289551e-01, 0.000000000000000000e+00, 1.892852783203125000e-02, 2.956847772002220154e-01
3.495334684848785400e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.754211425781250000e-03, -3.488998468965291977e-01
6.336215883493423462e-04, 0.000000000000000000e+00, 1.000000000000000000e+00, -5.340576171875000000e-05, -6.272393279687094036e-04
3.681192919611930847e-02, 8.000000119209289551e-01, 0.000000000000000000e+00, 8.430480957031250000e-03, 2.581274881958961487e-02
6.262467801570892334e-02, 8.000000119209289551e-01, 0.000000000000000000e+00, 6.034851074218750000e-03, -7.136918604373931885e-03
5.548775941133499146e-02, 8.000000119209289551e-01, 0.000000000000000000e+00, 1.983642578125000000e-02, 2.598860189318656921e-01
3.153737783432006836e-01, 8.000000119209289551e-01, 0.000000000000000000e+00, 5.739593505859375000e-02, 4.375646710395812988e-01
7.529384493827819824e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, 5.798339843750000000e-02, -6.058015525341033936e-01
1.471368968486785889e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, -6.561279296875000000e-04, -1.462859574821777642e-01
8.509393665008246899e-04, 0.000000000000000000e+00, 1.000000000000000000e+00, -7.629394531250000000e-06, -1.146126305684447289e-03
3.369294479489326477e-02, 8.000000119209289551e-01, 0.000000000000000000e+00, 7.812500000000000000e-03, 2.410859242081642151e-02
